material_id,formula,density (g/cm³),band_gap (eV),energy_per_atom (eV/atom),energy_above_hull (eV/atom),epsilon(k),epsilon_var,epsilon_delta,epsilon_ratio,bulk_modulus_K_VRH (GPa),shear_modulus_G_VRH (GPa),youngs_modulus_E(GPa),elements
mp-11725,CO2,1.6805138623607352,6.4419,-8.137413396666666,0.006944840000000001,1.8907249499999992,0.027730888025248812,0.35325486000000006,1.2134184549814782,,,,"['C', 'O']"
mp-1873,ZnF2,4.9560901447029195,3.4592,-7.615733963333334,0.0,2.555120336666666,0.000639410017776034,0.05364089000000094,1.0211414328775927,94.832,35.487,94.65418055334189,"['F', 'Zn']"
mp-1249,MgF2,3.187243199654242,6.824,-7.297827411666667,0.0,2.0528367233333333,0.00033589382464222086,0.03887829999999992,1.0190591366405182,92.21,51.31066666666667,129.84729705170244,"['F', 'Mg']"
mp-556911,FeF2,4.318802548760486,1.6921,-6.689816664999999,0.0,2.4166296,0.0007485071871064621,0.05803690500000114,1.0242094411205895,,,,"['F', 'Fe']"
mp-23710,MgH2,1.457555666854439,3.709699999999999,-3.08965337,0.0,3.950609136666667,0.0006034276626155269,0.052109734999996604,1.0132485546947623,49.55433333333334,36.195,87.32417236473403,"['H', 'Mg']"
mp-555908,CoF2,4.666660251169866,2.2721,-5.99539223,0.0,2.6116547666666663,0.001743429007904235,0.08857443499999906,1.0343028571542205,,,,"['Co', 'F']"
mp-555934,VF2,3.970077635911695,,-9.797189281666666,0.0,2.4783730733333327,0.0006358397905234556,0.053490924999999745,1.021739481939059,,,,"['F', 'V']"
mp-22904,CaCl2,2.1470561707390132,5.3533,-9.09315581,0.001869090833332,2.738519173333334,0.0022290588056060197,0.10015370500000031,1.037023556910951,31.987,12.661,33.5556946382869,"['Ca', 'Cl']"
mp-559798,NiF2,4.858200007945914,4.9116,-8.308581643333333,0.0,2.509402013333333,0.0038903967867787385,0.13231321000000085,1.0536702787782286,,,,"['F', 'Ni']"
mp-560902,MnF2,3.9261829704143523,2.536299999999999,-7.29665524,0.00021855750000100002,2.3527123766666658,0.0025382686625156216,0.10687473500000033,1.04612460108406,,,,"['F', 'Mn']"
mp-644607,CO2,1.744820943895653,6.3098,-8.138958870000002,0.005399366666665,1.9653271866666657,0.03259057852004001,0.38295901,1.223949863591748,4.674333333333333,2.184,5.669074844203123,"['C', 'O']"
mp-863016,RbF2,2.938348312056823,1.4293999999999991,-3.718089836666666,0.051614305000000006,2.0378754166666666,0.03776933365992694,0.41226448000000104,1.2338382850960952,,,,"['F', 'Rb']"
mp-976802,KF2,2.117093666735462,1.445599999999999,-3.770486013333333,0.0,1.966628453333333,0.03310734529805159,0.385983229999999,1.2258127931781442,,,,"['F', 'K']"
mp-567279,ZnCl2,3.061692456144388,3.8828,-8.361242301666666,0.001596425,2.819623613333333,0.03841161923240164,0.41575508000000116,1.163525142225214,6.478333333333334,5.067333333333333,12.058070795978614,"['Cl', 'Zn']"
mp-1105,BaO2,5.534178952108108,2.2352,-6.108491646666668,0.0,3.519875473332809,0.005836466389555178,0.16206252009626,1.0467597613840363,65.16033333333333,35.973333333333336,91.1467468168667,"['Ba', 'O']"
mp-22885,XeF2,4.396080864795752,2.686199999999999,-2.069770396666668,0.0,2.4283664333333324,0.3848801675114699,1.3160399561812133,1.6614308634631132,,,,"['F', 'Xe']"
mp-2697,SrO2,4.7311038520642335,2.8495,-6.067262499999998,0.0,3.2729642199597304,0.011179483794571001,0.22429437238455519,1.0701314622217584,71.147,44.18866666666667,109.82826617793758,"['O', 'Sr']"
mp-2706,SnF4,5.00391189700986,3.114999999999999,-10.02153874,0.0,2.384475317246903,8.72757036088715e-05,0.01994356526796226,1.008410519618075,36.861333333333334,31.729,73.96484655653386,"['F', 'Sn']"
mp-341,PbF4,6.486087829728194,1.9022000000000001,-15.748754199999999,0.0,2.8893219300372,0.010418308385900613,0.21652366361821507,1.0788800707635469,31.019333333333332,23.519333333333332,56.323010453718844,"['F', 'Pb']"
mp-634859,CaO2,3.312892458777454,2.7345,-6.173734116666668,0.0,3.381170960000001,0.002764475775943149,0.11153537999999896,1.0333539563859664,58.943000000000005,123.89999999999999,218.56003012679193,"['Ca', 'O']"
mp-1105223,ZrF4,4.6338271160383755,5.3453,-11.0787570495,0.0,2.88506753,0.0045296243597714465,0.14660494638682975,1.0517393245450255,,,,"['F', 'Zr']"
mp-1190647,Ge3F8,4.176863364621199,4.2902000000000005,-8.413656749545455,0.0,2.678920349999999,0.011624066700422458,0.260955049454453,1.1019292867807935,,,,"['F', 'Ge']"
mp-1443,Sn3F8,4.9635349557834445,3.1684,-11.560362732272727,0.0,2.869652793333333,0.019684708025700073,0.3424512328388776,1.1265165219475608,,,,"['F', 'Sn']"
mp-1771,NO2,1.9882387928787892,2.7046,-6.762216931111111,0.0015355588888880001,2.22787621,0.10610650007142819,0.7734312071252765,1.4075493347319221,,,,"['N', 'O']"
mp-1582,As2O3,4.117486464369091,4.0339,-6.463174227,0.0,3.5164252566666665,0.07755400464980643,0.619386197692219,1.1883069480078796,,,,"['As', 'O']"
mp-1581,As2O3,3.904404431828516,3.6306000000000003,-6.4615085155,0.0016657115000000002,3.4101223866666666,0.1609592969765296,0.8555698673028265,1.300963674493519,9.944,8.605,20.035722871191822,"['As', 'O']"
mp-1806,RbO3,2.880356457910235,0.8986000000000001,-4.602539651875,0.082759841874999,2.3328949566666664,0.07327508674659318,0.6413691624797568,1.3112279633386896,,,,"['O', 'Rb']"
mp-23739,SiH4,0.776391457407485,6.562100000000001,-4.5270602605,0.0,2.2152362333333326,0.0010930122315744673,0.07902754762043473,1.0362374157028342,,,,"['H', 'Si']"
mp-27647,AuCl3,4.518647830236056,1.3606,-17.58379035375,0.0,3.2583140599999996,0.040496888022711536,0.48978984019449623,1.163406015219126,,,,"['Au', 'Cl']"
mp-23185,XeF4,4.206398571989196,2.8624,-2.395933059999999,0.0,2.460133320000001,0.09769643324183773,0.7299300566284805,1.3598423095964027,,,,"['F', 'Xe']"
mp-30953,GaBr3,3.718367562186263,3.3559,-3.222274612499999,0.0,2.5618345666666666,0.007698590830996954,0.2110383964383371,1.0855079164823835,0.727,1.0643333333333334,2.1458298069022184,"['Br', 'Ga']"
mp-28933,Br2O3,3.609499311286582,1.7587000000000002,-3.8222503535,0.0,3.339521676666667,0.24100790006201192,1.202277011662075,1.4379369752298656,,,,"['Br', 'O']"
mp-30092,TiCl4,2.000567383851006,3.4576000000000002,-9.234863454000001,0.0,2.27165404,0.00030793085889560404,0.04290835196536902,1.019062469929029,,,,"['Cl', 'Ti']"
mp-29504,ClF,2.430961145713511,2.0897,-4.98019764,0.07123128770833201,2.832327086666666,0.5040331437810751,1.7014194865778385,1.9060772647112847,,,,"['Cl', 'F']"
mp-30930,AlI3,3.7331499892699993,3.2639,-3.034617609375001,0.0,2.8347007200000003,0.006502534988202368,0.19726723933502877,1.0720225210733276,1.042,0.7126666666666667,1.7410701632511287,"['Al', 'I']"
mp-30086,GeCl4,2.265639122119878,4.1525,-8.700379117,0.0,2.16758195,6.638969099965942e-05,0.017699534103565284,1.0081889413950234,,,,"['Cl', 'Ge']"
mp-28391,SiCl4,1.8594604540846191,5.5658,-8.028485926,0.0,2.1098148699999992,4.7209045809866854e-05,0.015319845360330042,1.0072807191291768,0.5213333333333333,0.16266666666666665,0.4420262548262548,"['Cl', 'Si']"
mp-554340,CrF2,3.8377484113488993,0.006399999999999,-7.316467626666668,0.0,2.536035756666667,0.0017905156677354046,0.10125858355325912,1.040636799932797,,,,"['Cr', 'F']"
mp-561153,XeF3,4.212742090005931,2.6269,-2.279555219375,0.0,2.4137779066666663,0.009545426708528856,0.2344140482566588,1.1014567227017686,,,,"['F', 'Xe']"
mp-561397,SO3,2.493169750552031,5.1612,-6.326138422083335,0.0,2.281228403333334,0.03542100044694391,0.45025277306281986,1.2159820181479777,,,,"['O', 'S']"
mp-554799,VF4,3.372005030603369,2.2417,-8.356199807,0.0,2.6057031066666663,0.003393814112951053,0.12820238029419828,1.050803162903268,,,,"['F', 'V']"
mp-558149,BF3,2.15909357418515,8.1417,-7.107376783125,0.0013903446875,1.624870856666666,0.0001120229007132942,0.024434505844852294,1.015128271711052,5.472,3.8833333333333333,9.421314328877797,"['B', 'F']"
mp-567998,ICl,3.599104829594085,1.852199999999999,-2.150815592499999,0.0,3.77525305,0.987783346158562,2.1160783691322065,1.690469623935847,,,,"['Cl', 'I']"
mp-568024,ICl,3.721820123202364,1.4968,-2.144927404999999,0.0058881875,3.7923364366666665,1.2901136363322303,2.4174167876398984,2.105835618505205,,,,"['Cl', 'I']"
mp-669426,SiO2,2.355588157477184,5.537999999999999,-8.372784223333333,0.0071271338888890005,2.3289965966666664,0.00016053349336002726,0.026951974993718153,1.0116620770047444,18.076333333333334,35.93866666666667,64.84313146989129,"['O', 'Si']"
mp-22142,SiSe2,3.150727677835988,1.9377,-12.973589268333333,0.010612622083332001,3.526360271412333,0.8569210387284313,1.9726655489994913,1.689070705493461,,,,"['Se', 'Si']"
mp-510557,CsN3,3.325678751136241,4.2395,-13.34053104375,0.0,2.542568763329386,0.06565381092454776,0.5435461809055253,1.2493096859529358,15.276333333333334,7.301333333333333,18.893885150353533,"['Cs', 'N']"
mp-554543,SiO2,1.824809285301174,5.6129,-8.35856702875,0.021344328472222,1.9781179633333323,0.0003984779302826874,0.04234560999999992,1.021560870922605,,,,"['O', 'Si']"
mp-743,RbN3,2.834925565328127,4.1608,-6.63904613625,0.0,2.4559935699941042,0.08309606528670553,0.6115002605772335,1.298536462470917,17.986666666666665,9.539333333333333,24.31879515795442,"['N', 'Rb']"
mp-827,KN3,2.057829582410366,3.8956,-8.57224132125,0.0,2.473718309985354,0.10606966397760313,0.6908791409660249,1.3431861319199607,20.517333333333333,11.746,29.591112663374172,"['K', 'N']"
mp-697135,H2S,0.9103993392461751,3.5201000000000002,-5.10619758625,0.04597777333333301,2.073173039999999,1.1766197520207012e-05,0.007276530000002168,1.0035180837072952,,,,"['H', 'S']"
mp-776952,Na2O,2.505816977035073,1.5089000000000001,-3.890020988888889,0.07951855111111,3.47108231,0.002559450831181484,0.10731974999999983,1.0312402023007425,,,,"['Na', 'O']"
mp-1391848,CrF6,3.155265675525009,2.0863,-5.08317507142857,0.0,2.4997595133333337,0.0008529079445715811,0.06195318188590848,1.02520001649641,,,,"['Cr', 'F']"
mp-1396578,TeF6,4.000502433354701,4.4352,-8.472291617142856,0.00045786178571500006,1.8548934466666676,7.58945439547781e-05,0.018481468826867964,1.0100302495849593,,,,"['F', 'Te']"
mp-23309,ScCl3,2.322312633108773,3.8723,-9.806952452500001,0.0,3.0638406733333348,0.1121974869765694,0.7105551992511918,1.2743311038833656,5.756666666666667,3.138,7.966472951783614,"['Cl', 'Sc']"
mp-24043,H2O,1.321090483136175,5.4391,-5.187195127777778,0.005572493055555,2.0907093733333344,7.23805978027153e-05,0.018047512018620093,1.008682207939357,,,,"['H', 'O']"
mp-29487,PdCl2,3.9756679315509373,1.5592000000000001,-12.341778116666667,0.0,3.794610736703607,0.03415117401537444,0.3920207516212417,1.1109514600228543,,,,"['Cl', 'Pd']"
mp-571442,YI3,4.303066624414245,3.0417,-4.481248127499999,0.0,3.631670936666666,0.17099348582609356,0.8771947823701121,1.2878998812772473,,,,"['I', 'Y']"
mp-571518,WCl6,3.448793954493857,1.9169,-13.558157112857144,0.0,3.5472149200020184,4.512765353834379e-05,0.01425083609169464,1.0040282604842545,1.6113333333333333,0.5256666666666666,1.4223306175757198,"['Cl', 'W']"
mp-567504,CrCl3,2.832861229191603,1.5182,-9.808210025,0.0,3.7550385500049317,0.746262910180625,1.8325346066556305,1.7233645038557734,8.799,5.6419999999999995,13.945367271138299,"['Cl', 'Cr']"
mp-1167,CF4,2.379130408205632,9.0653,-6.394435004,0.0,1.6319470499966275,1.147069872088938e-05,0.007333535214182119,1.0045007582597345,4.638333333333333,2.075,5.417190431519701,"['C', 'F']"
mp-31050,Cl2O7,2.356081884394688,3.6753,-4.561787450000001,0.0,2.187084666666666,0.03893501765383209,0.4270804924770961,1.2094690035436388,,,,"['Cl', 'O']"
mp-32570,Al2O3,3.695231826720428,4.1416,-7.854033901500001,0.039524041499999,3.1736480933333326,0.00018904310931146828,0.03333744533750549,1.0105553025679312,197.042,111.21300000000001,280.8083952535742,"['Al', 'O']"
mp-540783,OsO4,5.386723342623542,3.2877,-7.732237056999997,0.00079814,2.4060720470757695,0.0005432217114210202,0.057031277763323285,1.0239797779732431,3.799,2.2840000000000003,5.70808011110299,"['O', 'Os']"
mp-558380,Cr2F5,3.74375993804773,1.5997,-7.069422372857143,0.0025899921428580003,2.7093484400007064,0.009116103101180158,0.2065770083758327,1.0802425460536114,,,,"['Cr', 'F']"
mp-557837,SiO2,2.283038293275298,5.6449,-8.3715734,0.008337957222222001,2.255485965311425,0.00012600561149805084,0.027096016061360473,1.0120932564223177,14.613,32.297,55.78969934065356,"['O', 'Si']"
mp-757410,VF4,2.844629545827381,1.444899999999999,-8.297974505000001,0.05822530200000001,2.429251960194487,0.04535807515349489,0.5174163674126824,1.2405096853645137,,,,"['F', 'V']"
mp-733,GeO2,4.264932175835284,3.250099999999999,-6.916722822222223,0.079582796111111,3.098779929999999,0.002460467055698665,0.10522407140821466,1.0343453640468474,37.86066666666667,28.881,69.07818328969627,"['Ge', 'O']"
mp-15951,BeF2,2.395296883503536,8.319600000000001,-6.073051234444445,0.00039670611111100005,1.7998757733333333,1.4823613203005458e-05,0.00816741173603397,1.0045446383396286,21.345333333333333,27.825333333333333,58.19063301207617,"['Be', 'F']"
mp-306,B2O3,2.561902772718296,6.3017,-8.438589621333334,0.0,2.7233033533333337,1.9514024732902683e-05,0.009371252226818783,1.0034490462645687,33.16433333333334,36.01933333333333,79.3360598961472,"['B', 'O']"
mp-7000,SiO2,2.634242418262655,5.719,-8.379911357222223,0.0,2.4226816466666663,0.00018002594510197175,0.028462940020922645,1.0117947181568478,29.79733333333333,46.63733333333334,91.94350363647057,"['O', 'Si']"
mp-6930,SiO2,2.632257568520512,5.6695,-8.379285652777778,0.000625704444445,2.5358770399999995,0.00025601975420886253,0.03394270002892785,1.013444982360892,33.568000000000005,46.22566666666666,95.04771177139176,"['O', 'Si']"
mp-569030,BeCl2,1.2595910411056521,6.3751,-4.302385393703703,0.022617917129629003,1.9659592466666662,0.0011111366262267887,0.07071150114206404,1.0364044023358785,,,,"['Be', 'Cl']"
mp-223,GeO2,4.286376745965896,3.2493,-6.9163328588888895,0.079972759444444,3.105508506666668,0.0025256347295205673,0.1066092128336118,1.034726449465051,32.439,27.68133333333333,64.65360563207508,"['Ge', 'O']"
mp-559092,ScF3,2.513414589946476,6.0767,-9.41005360375,0.0019558299999990003,2.230915306666667,7.695840661922372e-06,0.005884856716583009,1.0026401879891538,,,,"['F', 'Sc']"
mp-546546,SiO2,2.089347715195751,5.5604,-8.338407914999998,0.041503442222225004,2.1193275466666663,0.0007075544541395746,0.05642697781855688,1.0268633567188084,63.43266666666667,31.521,81.12537597771156,"['O', 'Si']"
mp-556005,ZnS,4.142794692184443,2.0389,-9.43384222375,0.001176041964285,2.830865573352881,18.125236581720714,9.031255759906749,-1.831140387042812,,,,"['S', 'Zn']"
mp-13150,BN,2.253268039495839,4.3887,-9.650478625,5.2802500000836985e-05,3.730634570000468,0.9997212039005813,2.1210261748564774,1.915570037175135,94.62633333333333,71.02333333333333,170.43026446712568,"['B', 'N']"
mp-562613,P2O5,2.326727433858114,5.540900000000001,-7.479642905357144,0.05093881250000001,2.161382833333333,1.986914780523249e-05,0.00945592984435839,1.0043813340666847,,,,"['O', 'P']"
mp-22877,VCl2,2.896771909691129,1.255999999999999,-10.407318866666666,0.0,3.919427456666666,0.6008786840380053,1.6443705510165918,1.582453210197527,10.487666666666668,9.518,21.92222010199849,"['Cl', 'V']"
mp-23178,WCl6,3.399834167244909,1.7484000000000002,-13.557789896666666,0.000367216190477,3.2647101299999997,0.008258702911221112,0.19278026076128052,1.0602353622220662,1.1079999999999999,0.59,1.5031885539090444,"['Cl', 'W']"
mp-23205,MgI2,4.263115800501802,3.6162,-2.8632767066666673,0.0,3.6733354433332486,0.20810119910356298,0.9677064798994897,1.3195651338100738,9.164666666666667,4.313666666666666,11.18597782505266,"['I', 'Mg']"
mp-28306,MnBr2,4.237394852087011,1.5962,-5.314335840000001,0.0,3.661245519999975,0.38737895107176884,1.320305602912554,1.4747520938948984,9.386666666666667,6.232,15.308192602930914,"['Br', 'Mn']"
mp-30031,CaI2,3.810445046731192,3.8971,-3.5789529633333332,0.0,3.23708972,0.0977396408810537,0.6631962302908114,1.2372829626436144,3.8226666666666667,2.514,6.185928765555714,"['Ca', 'I']"
mp-30034,MgBr2,3.705847571975385,4.4707,-3.4884944966666662,0.0,3.026786326666693,0.0811888509206955,0.6044418273388676,1.2303666557335962,7.41,2.5369999999999995,6.831369564339644,"['Br', 'Mg']"
mp-570259,MgCl2,2.307430592779737,5.5713,-4.030662593333333,0.000639126666666,2.6351110533333775,0.03513571872064456,0.3976318418802358,1.1677754884156255,9.626666666666667,6.5873333333333335,16.09161181180805,"['Cl', 'Mg']"
mp-17909,SiO2,1.5120982725207321,5.8413,-8.358524000555557,0.021387356666666003,1.778074306666667,1.976193572454322e-05,0.00943029015988861,1.0053130466071805,,,,"['O', 'Si']"
mp-22881,CdCl2,3.869336071868258,3.5244,-12.07780401,0.0,3.0137663033333357,0.16034143520247002,0.8494338914436388,1.3470650288060697,8.647,5.888000000000001,14.396362562443056,"['Cd', 'Cl']"
mp-23210,MgCl2,2.275196080252414,5.6168,-4.03130172,0.0,2.585211849999999,0.03958709945727511,0.4220696447210339,1.1832032490402857,8.660333333333334,6.262666666666667,15.138818827469997,"['Cl', 'Mg']"
mp-22003,NaN3,1.895591313654584,4.0268,-7.902856465,0.0017140024999990002,2.311214313330049,0.3962531720067937,1.3353425815369657,1.7155793321826682,25.56,10.625,27.99581925433824,"['N', 'Na']"
mp-23290,PtCl2,5.766771747723599,1.7917,-21.739262241666665,0.0,3.1997686699999996,0.013299021472513856,0.24463387702819306,1.0805596601569418,,,,"['Cl', 'Pt']"
