material_id,formula,epsilon(k),youngs_modulus_E(GPa),data_source,energy_per_atom (eV/atom),fluorine_weighted,APF,log_density (g/cm³),epsilon_ratio_squared,Covalent bond ratio (estimated),Electronegativity difference,ionicity_index,specific_G,r_max,electron_density_proxy,density (g/cm³),band_gap (eV),Average electronegativity_x_Average atomic radius(Å),specific_K,porosity_total,epsilon_var,penn_proxy,Average coordination number(CN),brittleness_index,bulk_modulus_K_VRH (GPa),polarizability_proxy,bond_gap_product,effective_density,porosity_acc,electron_ion,density (g/cm³)_x_band_gap (eV),Average bond length(Å),epsilon_ratio_x_APF,density (g/cm³)_squared,log_band_gap (eV),ionic_polarizability_proxy,epsilon_ratio, F element atomic fraction,epsilon_delta,Average electronegativity,covalent_coordination_proxy,shear_modulus_G_VRH (GPa),band_gap (eV)_squared,Average atomic radius(Å)
mp-1395134,MoF4,2.649448046666666,34.67485809326172,1,-10.26523096725,2.456,0.970868259536642,1.3689879120259034,1.8155738715880012,0.0,1.82,3.3124000000000002,3.9417180017935096,1.4589019251863888,3.8187992286784365,3.921369789211221,3.1313,2.9932499999999997,4.60445833138576,0.0,0.1195928309913865,0.3958964236327277,2.8,0.8122012289724763,18.5162296295166,0.30757097791798105,6.5037101,3.921369789211221,0.0,9.613090999999999,12.278985220957097,2.077,1.308179276624377,15.377141023738456,1.144636726979389,1.7745,1.3474323254204648,0.8,0.7507363742559034,3.07,0.0,15.85110569000244,9.80503969,0.975
mp-32854,H11O8,2.2621951,11.196100234985352,1,-5.085678581578947,0.0,1.0,0.12348332582135081,1.9217024569209005,1.0,1.24,1.5376,3.99783214384349,1.930413034578585,6.344169793758583,1.121431138699857,1.0035,1.1985,7.55919178251058,0.0,0.1137900347567178,1.0130250489096728,1.474,0.4771876565687292,9.2330322265625,0.14554794520547945,1.115892,1.121431138699857,0.0,2.82987,1.1253561476853067,1.112,1.3862548311623302,1.257607798845658,0.01340968690991774,0.527,1.3862548311623302,0.0,0.7621702412889981,2.82,1.474,4.8830766677856445,1.00701225,0.425
mp-1402840,WF4,2.25926184,24.043649673461918,1,-6.748638250000001,2.536,0.8575118771183927,1.657127000447867,1.5088747438830776,1.0,1.62,2.6244000000000005,2.0540957053771183,1.9376033442112293,5.871562266925555,5.234222531482871,1.165,2.9322500000000002,3.0946813603083747,0.0,0.0412794184940163,3.5919110168181785,2.4,0.625838441230593,16.507719039916992,0.28287461773700306,2.3766000000000003,5.234222531482871,0.0,3.69305,6.097869249177545,2.04,1.0533355422258572,27.397085509082956,0.16126814759612232,1.4985000000000002,1.2283626271924255,0.8,0.450551954311972,3.17,2.4,10.957003593444824,1.3572250000000001,0.925
mp-556985,SiO2,2.06060287,68.80000305175781,1,-8.32682709,0.0,0.831557484066368,0.6761153108832862,1.128793392100792,1.0,1.54,2.3716,13.281192611290933,3.704740212980648,2.7393309369167684,1.956224705325687,5.6098,2.2695,25.90300634111595,0.0,0.0026024315177287,0.06196495488757024,2.667,0.5032788001993453,53.26240158081055,0.30685920577617326,9.071046599999999,1.956224705325687,0.0,14.978166,10.974029351936037,1.617,0.8834856620316429,3.8268150977265707,1.7262960760837485,1.309,1.0624468890729513,0.0,0.1246219296454151,2.67,2.667,27.30911636352539,31.46985604,0.85
mp-33024,H2S,2.5453575066666665,13.72693920135498,1,-5.144084160833333,0.0,0.9206743642723276,0.21391729179543234,1.238671908906575,1.0,0.38,0.1444,3.543893515499242,2.872582616466773,3.56982037437141,1.228520214773911,4.0901,1.4937500000000001,5.170714391479266,0.0,0.0124826485889371,0.07300054668065442,1.333,0.5982838609795299,6.869398593902588,0.251004016064257,5.5052746,1.228520214773911,0.0,9.775338999999999,5.024770530446773,1.346,1.0246704097386488,1.5092619181081361,1.4110113636567272,0.2375,1.1129563823019188,0.0,0.2709576484580145,2.39,1.333,4.708134174346924,16.728918009999997,0.625
mp-556994,SiO2,2.27020617,67.00729370117188,1,-8.291633589166667,0.0,0.98621150695292,0.8458878549867974,1.1372620184853928,1.0,1.54,2.3716,13.74557833654273,2.8070443101259066,3.248794873601097,2.320045639110383,5.3836,2.2695,19.539362112473054,0.0,0.0035527209748505,0.07977284861076414,2.667,0.6889124156536254,47.28614807128906,0.30685920577617326,8.732199200000002,2.320045639110383,0.0,14.374212,12.49019770271466,1.622,1.0517204850911597,5.382611767555106,1.6852130654976594,1.309,1.0664248770942062,0.0,0.1459876223885499,2.67,2.667,33.26492691040039,28.983148960000005,0.85
mp-685043,BBr,3.270624563333333,3.4615657329559326,1,-4.767592593333333,0.0,0.5343519039676117,1.0497163990216383,1.1889492902265952,1.0,0.92,0.8464,0.8563013840267228,2.595544467884464,2.5880370911992254,2.846840800319148,1.2319,2.5,0.8186785664087894,0.6223958333333333,0.015845802462874,1.7599407797930313,1.0,0.7394498071595397,2.41251540184021,0.3846153846153846,2.3430738,1.0749789480371785,0.0473188920454545,3.0797499999999998,3.5070231819131585,1.902,0.5826517123785949,8.104502542361768,0.21664246497184983,0.92,1.0903895130762196,0.0,0.2796017452568256,2.5,1.0,2.523383855819702,1.51757761,1.0
mp-752826,Al2O3,3.064075573333332,209.35367075111296,0,-7.799801477400001,0.0,1.0,1.2546023855625041,1.043427593875273,0.0,1.83,3.3489000000000004,22.562379934523683,2.426645603565136,3.92218478611938,3.496443884413578,4.1714,2.335625,46.20119355124969,0.0,0.0007092697046476,0.19979019506699636,4.16,0.48542912977586344,166.16,0.3523809523809524,7.800518000000001,3.496443884413578,0.0,10.532785,14.5850660194428,1.87,1.021483036508817,12.22511983685311,1.4306461186903912,1.6927500000000002,1.021483036508817,0.0,0.0651003840943871,2.525,0.0,81.14433333333334,17.400577960000003,0.925
mp-983357,H3F2,1.7083549666666655,22.18375587463379,1,-4.186200184,1.236,1.0,0.34903418163527206,1.1726184603281071,0.143,1.78,3.1684,5.19292256890604,2.462376482491242,9.216639337004148,1.407697648737743,7.903799999999999,1.15875,23.408781931883706,0.0,0.0034630907291901,0.022497945084698948,1.4,0.2157241976319748,35.293365478515625,0.11755485893416928,8.773218,1.407697648737743,0.0,24.422741999999996,11.126160676093372,1.11,1.0828750899010038,1.9816126702617702,2.0686080709734407,0.6675,1.0828750899010038,0.4,0.1369780980666615,3.09,0.20019999999999996,7.829357147216797,62.47005443999998,0.375
mp-995393,LiS4,1.1959124233333334,14.087501525878906,1,-4.303887513,0.0,0.066839917253379,-1.5037658954765933,1.1945883612646075,1.0,1.6,2.5600000000000005,9.67213150284299,8.454804921882243,0.10952650285784898,0.212291455515833,2.1989,2.1805000000000003,32.958786786392736,0.9408457396262274,0.0019755163133327,0.04301611365514704,2.2,0.2674746801534696,10.292747497558594,0.651595744680851,5.0244865,0.012557944034710746,0.8067653890824622,3.9140420000000002,0.46680768153376523,2.285,0.07305417542276961,0.0450676620850309,0.7924946540606438,1.9600000000000002,1.092972260061804,0.0,0.1055646490212638,1.78,2.2,3.020524024963379,4.835161210000001,1.225
mp-32959,H2O,2.374757836666667,29.420068740844727,1,-5.167542575833333,0.0,1.0,0.5052236641366417,1.0140247323563778,1.0,1.24,1.5376,6.369768760169484,1.2074834088822084,9.319437363150715,1.647356170145688,5.275399999999999,1.1985,16.6494918073596,0.0,6.0630163268357615e-05,0.058981929928668755,1.333,0.3698669312681572,29.092592239379883,0.14554794520547945,5.1804428,1.647356170145688,0.0,14.876627999999998,8.690462739986561,0.982,1.0069879504524262,2.713782351317069,1.6649483023616678,0.527,1.0069879504524262,0.0,0.0165177400000002,2.82,1.333,11.130254745483398,27.829845159999994,0.425
mp-615138,MnF2,2.5290890266666657,88.87516021728516,1,-7.242215016666666,1.8442550000000002,1.0,1.438136904251596,1.0070787357322546,0.0,2.43,5.9049000000000005,7.992313027315051,0.9240806444961795,4.389961694529822,4.202839577300487,3.283,2.62675,24.873147097505655,0.0,1.7701567334759198e-05,0.38635826359763076,5.333,0.3183484315429102,107.02516174316406,0.331588132635253,7.527919000000001,4.202839577300487,0.0,9.077495,13.7979223322775,2.293,1.003533126375136,17.66386051252334,1.1917990033942272,2.3085,1.003533126375136,0.667,0.0089250800000009,2.765,0.0,34.38964080810547,10.778089,0.95
mp-570922,MgCl2,2.4312777166666666,9.587325560106,0,-3.947550543333333,0.0,0.4839273365250332,0.5955256635423187,1.100728333973079,0.0,1.85,3.4225000000000003,2.0724961465493585,3.094762849802174,0.8786529021677822,1.803984239763228,4.9801,2.7937499999999997,2.9427764594820216,0.7324128862590401,0.0029757886595755,0.07244510464548963,2.667,0.5976071482659397,5.603000000000001,0.5353319057815846,11.827737500000001,0.48272293595242194,0.1821170282708744,11.1305235,8.984021912444852,2.375,0.5077152736693517,3.2543591373141116,1.6074559496427878,2.3125,1.0491560103116595,0.0,0.1157197,2.235,0.0,3.946,24.80139601,1.25
mp-600001,SiO2,1.84496684,61.911922454833984,1,-8.343289207,0.0,0.691647105398776,0.4929190180526324,1.0508049451198567,1.0,1.54,2.3716,12.835384123123765,5.184830650666352,2.2784357660793857,1.6270879414514412,5.7968,2.2695,28.738054966470195,0.7358898190656225,0.000468225901125,0.0482774008360964,2.667,0.43781273600229514,49.633148193359375,0.30685920577617326,9.344441600000001,0.42973049061288404,0.3469259159240255,15.477456,9.431903379005714,1.612,0.7089989919081833,2.6474151692166887,1.7590296446051361,1.309,1.0250877743490343,0.0,0.0459022500000001,2.67,2.667,22.167837142944336,33.60289024,0.85
mp-558200,SiO2,2.320928073333334,90.99457550048828,1,-8.307292087083333,0.0,1.0,0.885134477751342,1.07951021591127,1.0,1.54,2.3716,14.706788692427024,1.7608458988118416,3.3793947150540635,2.413310250887983,5.642899999999999,2.2695,23.793628257705098,0.0,0.0017291500507424,0.0755521270813019,2.667,0.6079318221844048,59.8007698059082,0.30685920577617326,9.141497999999999,2.413310250887983,0.0,15.066542999999998,13.618068414735797,1.62,1.0389948103389497,5.824066367041019,1.7321686878144171,1.309,1.0389948103389497,0.0,0.08821097,2.67,2.667,36.96272277832031,31.84232040999999,0.85
mp-639682,SiO2,1.8300760433333327,64.548095703125,1,-8.345149994666667,0.0,0.6758058643206699,0.4698921816438573,1.0235718599006798,1.0,1.54,2.3716,13.919150014173367,2.698720048640685,2.226251277819822,1.58982169377308,5.7946,2.2695,33.76744367324189,0.6296786389413989,0.0001006053157413,0.04720739147027987,2.667,0.4051066691580709,57.06095886230469,0.30685920577617326,9.364073600000001,0.5887449334785376,0.1456994328922495,15.471582,9.212380786737489,1.616,0.6837244726120292,2.527533017991505,1.7586507066603017,1.309,1.0117172825946386,0.0,0.0212773099999989,2.67,2.667,23.52088165283203,33.57738916,0.85
mp-972825,SiH8,2.21330865,14.525527000427246,1,-4.049072213333334,0.0,1.0,-0.6634846337245836,1.1542064560305714,1.0,0.3,0.09,5.7907944841912835,3.98967269382052,1.2392523712453172,0.505053431237369,6.98,1.38375,19.756396134527517,0.0,0.0057286908867528,0.010345130954219321,1.333,0.2704823148024286,11.953675270080566,0.3139534883720931,8.620300000000002,0.505053431237369,0.0,14.309,3.525272950036836,1.235,1.074340009508429,0.25507896840463984,1.944480556245719,0.2025,1.074340009508429,0.0,0.1605587400000008,2.05,1.333,3.503740072250366,48.720400000000005,0.675
mp-1101301,TeO3,3.392856670000002,34.769657135009766,1,-5.83847837125,0.0,1.0,1.660307705955143,2.654524362304671,1.0,1.34,1.7956000000000003,1.7829385946125262,2.63663438038175,4.773572195202517,5.250929414722769,2.1595,2.77,5.135965558217077,0.0,0.5023312508779979,1.1023397248916411,3.0,0.3349594552152399,27.4821891784668,0.3484320557491289,4.198068,5.250929414722769,0.0,5.981815,11.33938207109382,1.944,1.6292711138127598,27.572259718400804,0.7744967262562682,1.34,1.6292711138127598,0.0,1.504290565862998,2.77,3.0,9.54037857055664,4.66344025,1.0
mp-1206058,TlCl3,3.3197526933333337,7.318796634674072,1,-3.10374676,0.0,0.4828875176190236,1.485299972485244,2.0057419288789458,1.0,1.54,2.3716,0.627619430218187,3.5659905421966114,1.399433079386266,4.406289979582581,2.199799999999999,3.4655,0.8807194383184471,0.6745375836284927,0.2597789057378593,0.892120447346444,3.0,0.5692014447595031,3.9687771797180176,0.5823293172690762,5.756876599999997,1.4340817839885065,0.1062573789846517,5.257521999999997,9.692956697085757,2.617,0.6838856734550163,19.415391384169865,0.7929020136969369,2.233,1.4162421858139045,0.0,1.0817923895837054,2.39,3.0,2.828235149383545,4.839120039999995,1.45
mp-25469,AlCl3,2.847340403333334,16.464617946438292,0,-7.990160025,0.0,0.614583331762332,0.8822831477471064,1.4671685036965747,1.0,1.55,2.4025000000000003,2.6793962283501838,2.3426068965207767,1.5791875708820704,2.40641043516053,5.263,2.6831249999999995,3.9933603290152857,0.6146814404432133,0.0616881482769076,0.08656411402659303,3.0,0.6100160474763073,10.009,0.45271629778672035,12.236475,0.9272346025784758,0.0542936288088642,12.552254999999999,12.66493812024987,2.325,0.7444247009175013,5.790811182449492,1.6625994605483327,1.7437500000000001,1.211267313063708,0.0,0.5273424807340015,2.385,3.0,6.715666666666667,27.699168999999998,1.125
mp-27455,YCl3,2.609430800001174,8.373441159241057,0,-12.22430778625,0.0,0.4425182794779981,0.9350573402319255,1.3924513134037733,0.0,1.94,3.7636,1.2640167719716446,2.844556915883426,0.8921798592605532,2.537359519737013,4.9301,3.066,2.167698395768991,0.7048339184445045,0.0385951696425737,0.10396506476746477,3.0,0.49630291300679863,5.717,0.611353711790393,13.054904800000001,0.748942466938308,0.1114411738230264,10.796919,12.509436168255448,2.648,0.5221811913560515,6.438193332400044,1.5973855739099259,2.7159999999999997,1.1800217427673836,0.0,0.4197425319955994,2.19,0.0,3.3336666666666663,24.305886010000005,1.4
mp-2659,LiN3,2.76261471666828,48.008401585862686,0,-7.6490611325,0.0,1.0,0.6635760274552038,3.59710938584288,0.25,2.06,4.2436,9.251094367686429,2.3998367797754177,1.5360092163442987,1.931723590704999,3.6364,2.1105,17.669234222723773,0.0,0.7780785412995287,0.14498723085461174,4.0,0.5093814647190077,35.899,0.49763033175355453,6.981888,1.931723590704999,0.0,7.309163999999999,7.024519665239659,1.92,1.896604699414952,3.7315560308862143,1.2937403795092828,2.1630000000000003,1.896604699414952,0.0,1.895574447893598,2.01,1.0,18.795666666666666,13.22340496,1.05
mp-30952,GaCl3,2.352028756509103,1.809498016997167,0,-8.69525776125,0.0,0.4611140835633803,0.8730660801238812,1.2843487373822868,1.0,1.35,1.8225000000000002,0.3107589567905723,2.3216105083418035,1.470958923061567,2.384240544417417,4.1775,2.85775,0.37006614975319446,0.6888304430015616,0.0145286006366504,0.1358425032277453,2.0,0.40222299409517187,0.9193333333333332,0.4448742746615087,9.2448075,0.7419030739840833,0.0752856086134626,10.3810875,9.96016487430376,2.213,0.522576491064604,5.6846029736438615,1.4321038971511848,1.5525,1.1332911088428634,0.0,0.2924545762219539,2.485,2.0,0.7719999999999999,17.45150625,1.15
mp-31040,NbCl4,3.571159533333216,11.279424667358398,1,-11.281181436,0.0,0.5339393120816993,1.083201255507619,3.5036550274131057,1.0,1.56,2.4336,1.8991732833172976,2.317793853141974,1.5189462627974377,2.944121327402491,1.0797,2.9155,2.4098270416849266,0.5696640316205533,0.9487445205870096,2.3259857523936542,2.4,0.6935518857358073,7.335805892944336,0.49395161290322587,2.6323086000000004,1.266961302454333,0.0071640316205533,2.569686,3.17876779719647,2.438,0.9994304265745334,8.667850390466205,0.08590242900070348,1.9110000000000003,1.8718052856568992,0.0,2.287230003666636,2.38,2.4,5.781313896179199,1.1657520900000002,1.225
mp-570219,InBr3,3.663956386675037,9.401330516685462,0,-3.15653166375,0.0,0.4298258344840607,1.5006906756671057,1.5887111330641681,1.0,1.18,1.3923999999999999,0.8381449371924241,3.701701707960254,1.7477070870982332,4.47478553312914,2.489,3.1995000000000005,1.249748931819913,0.7036471433704635,0.1468837600708946,0.7108339193367594,3.0,0.570811830091306,5.717333333333333,0.5465587044534412,6.7203,1.3261154755473439,0.1291771469637082,5.89893,11.137741191958428,2.7,0.541770039609012,20.02370556750184,0.9158906518528152,1.593,1.2604408486970613,0.0,0.8130841272101841,2.37,3.0,3.834333333333333,6.195120999999999,1.35
mp-569410,PCl5,3.3037734066675326,5.42877197265625,1,-7.278189656666667,0.0,0.5384103198896716,0.7906722333873522,1.482155749888142,1.0,0.97,0.9409,1.756242343576393,2.6064732499800547,1.9953437462415762,2.194878120865734,1.7516,2.675,1.7614325605497732,0.5987213403880071,0.0710104341224539,0.6928052609716441,1.556,0.7993145340549873,4.042273044586182,0.3603603603603604,3.5697607999999996,0.8807577503526915,0.0465608465608465,4.68553,3.8445485165084197,2.038,0.6554812860795317,4.817489965455096,0.5662224869862785,0.97,1.21743819140363,0.0,0.6409279101351477,2.675,1.556,4.030362129211426,3.0681025600000003,1.0
mp-568301,BiBr3,3.9035729299999993,8.06383991241455,1,-3.370389593750001,0.0,0.3761493615254117,1.6026249460885118,2.2484884466321424,1.0,0.94,0.8835999999999999,0.555578443881197,3.232171449906688,1.8358400264734331,4.956050946467928,2.8692,3.42375,1.709333266882058,0.7315821256038647,0.4751186751119827,0.5947992519955343,3.0,0.2913186294867434,8.642476081848145,0.5308880308880308,8.2690344,1.3302926604498757,0.1439462560386473,7.144308000000001,14.219901375605781,2.882,0.5640344871688386,24.56244098398565,1.0575124777826839,1.2925,1.4994960642269597,0.0,1.46291013131562,2.49,3.0,2.809032917022705,8.232308640000001,1.375
mp-695850,CdCl2,3.247951025608017,13.14194686474348,0,-12.075303273333333,0.0,0.532556047717575,1.3434852358567522,1.6485679073480666,1.0,1.47,2.1609,1.3718722110772648,8.530496948189558,1.7592978665543388,3.822376994410115,3.5155000000000003,3.0918749999999995,2.002527211907617,0.7640476190476191,0.1261738720052312,0.30680284825828313,4.0,0.6077021532901672,7.854666666666667,0.504950495049505,9.316075,0.9018989527286722,0.4461111111111111,8.5250875,13.43756632384876,2.65,0.6837836962268211,14.610565887395703,1.2600222701769583,1.8742499999999997,1.2839656955495604,0.0,0.7799545474003211,2.425,4.0,5.381,12.358740250000002,1.275
mp-754812,Al2O3,2.8261268123229004,141.14788530531058,0,-7.808671951000001,0.0,1.0,1.1328996953271255,1.118196060597173,0.0,1.83,3.3489000000000004,16.76680302069535,3.557167964624611,3.4714623810439287,3.094645987901551,4.205500000000001,2.335625,40.3633664434184,0.0,0.0041504117597356,0.1739911124731757,4.0,0.41219987687256304,128.9466666666667,0.3523809523809524,7.809613500000001,3.094645987901551,0.0,10.618887500000001,13.014533702119975,1.857,1.0574478997081478,9.576833790435167,1.4387682083805935,1.6927500000000002,1.0574478997081478,0.0,0.1577629326084642,2.525,0.0,53.564,17.686230250000005,0.925
mp-754815,YBr3,3.121391186666667,7.011857766637017,0,-5.1603555875,0.0,0.3866777832751523,1.319449039809275,1.4107661748653362,0.0,1.74,3.0276,0.7358571692420337,3.070112962789048,1.1276236360875602,3.731359469171679,3.976499999999999,3.08275,1.189308051967203,0.7292676912961289,0.0589863227018453,0.23449157687269692,3.0,0.5073785242951409,4.556666666666667,0.6735159817351599,11.150105999999996,1.0101995636928998,0.1429275910249033,8.310884999999997,14.837750929161178,2.804,0.4592791598069827,13.923043488177155,1.3829136529604127,2.5665,1.187756782706517,0.0,0.5215886913355594,2.09,0.0,2.819333333333333,15.81255224999999,1.475
mp-7048,Al2O3,3.163580656666696,260.5582534052385,0,-7.876398425,0.0,1.0,1.2909693014982158,1.0212806488105939,0.0,1.83,3.3489000000000004,27.594683842368603,1.1738915487700323,4.06786338691613,3.626309528339469,4.4553,2.335625,50.01329024941431,0.0,0.0001882926672993,0.18177265199603168,4.0,0.5488022487301968,186.365,0.3523809523809524,8.2824027,3.626309528339469,0.0,11.2496325,16.15629684161084,1.859,1.0105843105899646,13.150120795325623,1.4963364013210858,1.6927500000000002,1.0105843105899646,0.0,0.0333214485782593,2.525,0.0,102.82633333333332,19.849698090000004,0.925
mp-975,SF6,1.759216659999999,4.712001378434752,0,-5.6805550233333335,2.8109599999999997,1.0,1.0342119938875356,1.0021626874634597,1.0,1.4,1.9599999999999997,0.5974508359413245,2.0839767638584354,5.370804864189402,2.8028887884988443,5.9124,2.46,1.911199637402922,0.0,7.374013991602306e-07,0.07995352891701804,1.714,0.26486458969659954,5.547999999999999,0.22189349112426035,9.329767200000001,2.8028887884988443,0.0,19.392671999999997,16.571799673120566,1.578,1.0010807597109534,7.856185560692519,1.7787417721467516,1.0499999999999998,1.0010807597109534,0.857,0.0018999822125027,3.28,1.714,1.7343333333333335,34.95647376,0.75
